img,output,flag,username,timestamp
/Users/bititude/Desktop/deep-learning/demo/flagged/img/tmp78a__ab6.jpg,/Users/bititude/Desktop/deep-learning/demo/flagged/output/tmpgp8sra2i.json,,,2023-01-12 17:45:17.607108
